Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.6505030649048942,43.21608040201005,1.2943593178476607,57.142857142857146
2,1.033984893134662,65.27079843662759,1.0247741384165627,64.50892857142857
3,0.7861290552786419,74.03685092127303,0.9125566610268184,66.96428571428571
4,0.6313526885850089,77.55443886097153,0.9017862507275173,66.96428571428571
5,0.5451215766370296,80.45784477945281,0.8301398285797664,68.52678571428571
6,0.4466004805373294,83.86376326074819,0.8515889729772296,69.64285714285714
7,0.3874479888805321,86.26465661641541,0.8336015003068107,69.41964285714286
8,0.34047612813966616,87.60469011725293,0.8283507653645107,69.19642857142857
9,0.30871984894786564,87.4930206588498,0.8449497925383704,68.52678571428571
10,0.2615585130240236,90.61976549413735,0.8645381906202861,70.75892857142857
11,0.22904801581587111,90.73143495254048,0.8967501393386296,66.96428571428571
12,0.2128370955054249,90.89893914014517,0.917961482490812,66.29464285714286
13,0.18052971070366247,92.62981574539363,0.8903674440724509,68.52678571428571
14,0.17812541253598674,94.02568397543271,0.9251737254006522,66.51785714285714
15,0.16389628606183188,93.35566722501396,0.9400043657847813,67.41071428571429
16,0.1685431936223592,92.57398101619206,0.9276052798543658,68.30357142857143
17,0.15522981621325016,94.52819653824679,0.9256056462015424,68.30357142857143
18,0.16643358055236085,92.74148520379676,0.90594510946955,67.63392857142857
19,0.16703389145966088,93.41150195421552,0.8998242574078696,69.41964285714286
20,0.1539086609014443,94.08151870463428,0.8707682873521533,69.41964285714286
21,0.16507129384470837,93.2998324958124,0.8913346230983734,69.64285714285714
22,0.1557406658705856,93.57900614182022,0.8878316836697715,69.86607142857143
23,0.16901551632742798,92.96482412060301,0.922681484903608,66.29464285714286
24,0.157128440748368,93.24399776661083,0.9012505880423954,69.19642857142857
25,0.15918916942817823,93.35566722501396,0.8848372825554439,69.41964285714286
26,0.15495752044288175,93.2998324958124,0.9201907685824803,66.96428571428571
27,0.16147582711918013,93.74651032942491,0.8965213426521846,68.30357142857143
28,0.15929931395554117,93.69067560022334,0.8750489779881069,69.64285714285714
29,0.15774868255747215,93.85817978782804,0.9014656501156944,67.63392857142857
30,0.16118924412876368,93.52317141261865,0.8823933814253125,70.53571428571429
31,0.1509300217564617,94.47236180904522,0.8780546954699925,68.97321428571429
32,0.1563770862828408,93.96984924623115,0.9107601472309658,69.19642857142857
33,0.16311085051191704,94.02568397543271,0.9298416035515922,67.63392857142857
34,0.15603216564548866,93.80234505862647,0.8984721302986145,68.75
35,0.16774366137438587,93.46733668341709,0.8903684318065643,68.75
36,0.1669324841350317,92.90898939140145,0.9010712674685887,70.08928571428571
37,0.16275975360934222,93.63484087102178,0.8858015026365008,68.30357142857143
38,0.16416954827894056,93.63484087102178,0.9414633171898978,66.29464285714286
39,0.15318332266594684,94.47236180904522,0.9209567478724888,68.08035714285714
40,0.1725679642653891,93.24399776661083,0.8922026412827628,68.52678571428571
41,0.16703904287091323,92.96482412060301,0.9246826299599239,67.63392857142857
42,0.16399687847920827,93.2998324958124,0.8803671683583941,68.97321428571429
43,0.1548674804424601,94.08151870463428,0.9138462330613818,68.52678571428571
44,0.15999834352572048,93.2998324958124,0.9431949130126408,68.08035714285714
45,0.16648075702999318,93.24399776661083,0.9376659180436816,67.41071428571429
46,0.1549749320505985,93.80234505862647,0.9572621158191136,67.85714285714286
47,0.16441596133102263,93.2998324958124,0.9200258042131152,66.96428571428571
48,0.16675925414477075,92.90898939140145,0.8900036939552852,68.75
49,0.16143227614728467,93.69067560022334,0.9380691945552826,68.30357142857143
50,0.15550127252936363,93.41150195421552,0.9655962373529162,68.97321428571429
51,0.15875550978151814,93.80234505862647,0.9046069255896977,69.86607142857143
52,0.16332855700914348,93.69067560022334,0.8965337233883994,68.08035714285714
53,0.15699359634891152,93.63484087102178,0.9127945389066424,68.75
54,0.16559546766802669,93.74651032942491,0.9074452263968331,69.41964285714286
55,0.15200495141159212,94.30485762144053,0.9309249137129102,69.64285714285714
56,0.1570840384811163,93.46733668341709,0.9637881347111293,68.08035714285714
57,0.16205358585076673,93.1323283082077,0.9252627832548959,67.85714285714286
58,0.16521230333351664,93.1323283082077,0.9025416118758065,67.1875
59,0.15397427616907017,94.58403126744835,0.9034557087080819,69.19642857142857
60,0.16148057273988212,94.02568397543271,0.9400339594909123,69.19642857142857
61,0.1604931197528328,92.90898939140145,0.9113093444279262,69.19642857142857
62,0.1651386330569429,93.1323283082077,0.9181865581444332,68.52678571428571
63,0.15773504061092222,93.24399776661083,0.8926191840853009,69.19642857142857
64,0.15747621855033295,93.02065884980458,0.9464920503752572,66.74107142857143
65,0.16354299020687385,93.63484087102178,0.9046098164149693,67.63392857142857
66,0.15741262897582992,93.41150195421552,0.9026880626167569,69.64285714285714
