Fold,Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,31,2.296985387802124,8.653175157013258,2.2156278689702353,8.635097493036211
1,32,2.2985144191318088,9.351011863224006,2.195688078800837,6.685236768802229
1,33,2.2989386505550806,9.281228192602931,2.2047183215618134,8.356545961002785
1,34,2.2957224157121447,9.69993021632938,2.2163324852784476,10.027855153203342
1,35,2.3041104316711425,8.583391486392184,2.225206901629766,7.520891364902507
1,36,2.293686384624905,9.69993021632938,2.2150328159332275,9.192200557103064
1,37,2.294436152776082,9.071877180739707,2.216559628645579,5.8495821727019495
1,38,2.2928843445248073,9.071877180739707,2.2277717192967734,9.470752089136491
1,39,2.305303674274021,8.862526168876483,2.2028525173664093,10.30640668523677
1,40,2.294174395667182,8.862526168876483,2.1998816430568695,8.356545961002785
1,41,2.297994025548299,10.956036287508724,2.2151577472686768,7.520891364902507
1,42,2.293012179268731,11.165387299371947,2.2146015067895255,7.7994428969359335
1,43,2.304977464675903,10.118632240055828,2.212572306394577,10.30640668523677
1,44,2.308372285630968,8.025122121423587,2.2021187841892242,7.520891364902507
1,45,2.3029692649841307,8.792742498255409,2.211561143398285,8.635097493036211
1,46,2.2952872859107125,9.14166085136078,2.20624186595281,6.963788300835654
1,47,2.30218415790134,9.14166085136078,2.203413337469101,9.192200557103064
1,48,2.287039687898424,9.490579204466155,2.1808754901091256,10.584958217270195
1,49,2.288558128145006,9.351011863224006,2.199660003185272,10.027855153203342
1,50,2.2887882815466987,10.537334263782276,2.2027414043744407,10.584958217270195
1,51,2.285905853907267,10.816468946266573,2.2173561255137124,9.192200557103064
1,52,2.3025799539354113,10.048848569434753,2.19746341307958,10.027855153203342
1,53,2.2975845601823597,10.048848569434753,2.197983374198278,12.534818941504179
1,54,2.3007683753967285,8.094905792044662,2.19129541516304,8.07799442896936
1,55,2.305803733401828,8.164689462665736,2.212669759988785,11.699164345403899
1,56,2.295308838950263,8.653175157013258,2.229820281267166,7.520891364902507
1,57,2.290103647443983,10.746685275645499,2.1957275569438934,7.7994428969359335
1,58,2.2930567264556885,9.979064898813677,2.2028003931045532,8.913649025069638
1,59,2.2970929039849177,9.560362875087229,2.2135290106137595,8.07799442896936
1,60,2.3191393693288167,9.69993021632938,2.2253768344720206,6.406685236768802
1,61,2.298224009407891,9.071877180739707,2.194797327121099,11.142061281337048
1,62,2.2976293722788492,8.932309839497558,2.2034048636754355,9.749303621169917
1,63,2.2931722429063583,9.071877180739707,2.2191533048947654,7.7994428969359335
1,64,2.2945743984646265,10.258199581297976,2.206286698579788,8.635097493036211
1,65,2.292276981141832,8.653175157013258,2.1902793645858765,10.584958217270195
1,66,2.310102023018731,9.281228192602931,2.2249318659305573,8.635097493036211
1,67,2.2877013153500028,9.560362875087229,2.1972891092300415,8.356545961002785
1,68,2.296132967207167,8.722958827634333,2.208130339781443,8.356545961002785
1,69,2.291643163892958,9.560362875087229,2.208599865436554,8.356545961002785
1,70,2.300233030319214,8.932309839497558,2.2144239048163095,10.584958217270195
1,71,2.3031488312615287,8.094905792044662,2.208661526441574,9.192200557103064
1,72,2.2867035547892254,10.746685275645499,2.2105477154254913,7.7994428969359335
1,73,2.307463953230116,9.211444521981857,2.205351084470749,8.913649025069638
1,74,2.2969616625044083,10.60711793440335,2.2073145608107247,7.520891364902507
1,75,2.2920665105183917,9.281228192602931,2.2072438100973764,8.356545961002785
1,76,2.2966716130574545,10.537334263782276,2.176874836285909,7.242339832869081
1,77,2.3028540081448026,9.002093510118632,2.1834973096847534,8.356545961002785
1,78,2.3105871412489147,8.51360781577111,2.218483785788218,8.07799442896936
1,79,2.2931233459048803,9.281228192602931,2.200099100669225,9.470752089136491
1,80,2.3071986463334824,8.51360781577111,2.1910622914632163,11.699164345403899
1,81,2.297479428185357,9.839497557571528,2.1834831635157266,13.370473537604457
1,82,2.3103698041703966,8.374040474528961,2.205532948176066,8.635097493036211
1,83,2.3037512991163465,8.443824145150035,2.195570399363836,8.913649025069638
1,84,2.291585498385959,10.048848569434753,2.2030866940816245,9.192200557103064
1,85,2.2923396004570855,9.351011863224006,2.2011387248833976,10.30640668523677
1,86,2.3081275039249,9.211444521981857,2.203736255566279,9.192200557103064
1,87,2.30827956199646,10.188415910676902,2.211255838473638,8.913649025069638
1,88,2.304029846191406,8.374040474528961,2.2190798024336496,7.7994428969359335
1,89,2.2922406726413302,10.60711793440335,2.213960568110148,7.7994428969359335
1,90,2.2979796886444093,9.490579204466155,2.212078243494034,9.470752089136491
1,91,2.2804024908277722,9.002093510118632,2.2063574294249215,7.7994428969359335
1,92,2.2982818603515627,8.792742498255409,2.211519787708918,10.027855153203342
1,93,2.294113540649414,10.118632240055828,2.212578078111013,8.356545961002785
1,94,2.2941945711771647,9.490579204466155,2.2054171164830527,6.963788300835654
1,95,2.3110199875301785,8.653175157013258,2.214771250883738,8.356545961002785
1,96,2.2987334728240967,9.281228192602931,2.2048091689745584,8.913649025069638
1,97,2.290754567252265,9.211444521981857,2.213332782189051,7.520891364902507
1,98,2.2949184682634143,9.560362875087229,2.202106922864914,9.749303621169917
1,99,2.304933558570014,9.560362875087229,2.225496470928192,6.685236768802229
1,100,2.3003476990593805,9.69993021632938,2.1964235305786133,7.7994428969359335
2,1,2.3105702665117054,7.955338450802512,2.2240514357884726,10.30640668523677
2,2,2.3141163931952584,8.23447313328681,2.2459449966748557,7.242339832869081
2,3,2.297462405098809,8.025122121423587,2.2405110001564026,6.406685236768802
2,4,2.297548776202732,7.0481507327285415,2.236152251561483,8.635097493036211
2,5,2.298516951666938,7.815771109560363,2.226176838080088,10.027855153203342
2,6,2.3008759922451443,8.374040474528961,2.2304547230402627,7.242339832869081
2,7,2.2937903722127277,8.51360781577111,2.2444955507914224,7.242339832869081
2,8,2.31359691090054,8.164689462665736,2.2085043688615165,11.142061281337048
2,9,2.3033743858337403,8.23447313328681,2.2269699573516846,10.86350974930362
2,10,2.2980604595608183,9.002093510118632,2.237173080444336,7.242339832869081
2,11,2.30155914094713,8.932309839497558,2.232188026110331,8.635097493036211
2,12,2.295535299513075,7.32728541521284,2.2155556877454123,7.7994428969359335
2,13,2.298365921444363,8.443824145150035,2.2191942930221558,9.749303621169917
2,14,2.306487141715156,8.23447313328681,2.2260329922040305,10.30640668523677
2,15,2.2989613321092395,8.304256803907885,2.217509696880976,8.913649025069638
2,16,2.308302969402737,8.583391486392184,2.2382083336512246,5.8495821727019495
2,17,2.311584891213311,7.745987438939288,2.226069927215576,6.963788300835654
2,18,2.296893337037828,8.23447313328681,2.217435896396637,7.242339832869081
2,19,2.305910889307658,8.443824145150035,2.223215659459432,10.027855153203342
2,20,2.308735105726454,7.815771109560363,2.2309022545814514,11.420612813370473
2,21,2.307057242923313,8.304256803907885,2.237838645776113,8.356545961002785
2,22,2.3065731207529705,8.583391486392184,2.2320347229639688,7.520891364902507
2,23,2.302228244145711,9.071877180739707,2.220832814772924,10.30640668523677
2,24,2.311401356591119,8.443824145150035,2.241105337937673,7.520891364902507
2,25,2.296649683846368,7.676203768318214,2.2512381076812744,8.635097493036211
2,26,2.2966479778289797,7.745987438939288,2.2282838026682534,10.027855153203342
2,27,2.296552144156562,9.839497557571528,2.2352270682652793,12.256267409470752
2,28,2.2927131493886312,8.025122121423587,2.2180596192677817,8.635097493036211
2,29,2.307210307651096,8.164689462665736,2.2317001819610596,9.749303621169917
2,30,2.3036674340566,9.071877180739707,2.231875757376353,7.7994428969359335
2,31,2.308483044306437,6.978367062107467,2.2212361991405487,8.356545961002785
2,32,2.2852444065941704,9.839497557571528,2.2251309851805368,10.027855153203342
2,33,2.3032776090833877,8.374040474528961,2.239126980304718,9.192200557103064
2,34,2.3072801325056287,7.745987438939288,2.2407199343045554,9.192200557103064
2,35,2.292305443021986,8.722958827634333,2.21975968281428,9.749303621169917
2,36,2.311495531929864,7.536636427076064,2.2320433855056763,7.520891364902507
2,37,2.2966571701897514,8.374040474528961,2.2261852820714316,9.749303621169917
2,38,2.3079079892900256,8.374040474528961,2.2247822980086007,8.356545961002785
2,39,2.29424909485711,9.560362875087229,2.2398261626561484,10.584958217270195
2,40,2.2913762781355116,9.071877180739707,2.2240548630555472,10.027855153203342
2,41,2.2871308008829754,7.46685275645499,2.220748633146286,9.192200557103064
2,42,2.3086094326443143,8.23447313328681,2.245715379714966,8.356545961002785
2,43,2.3159027841356066,7.536636427076064,2.2308636407057443,8.07799442896936
2,44,2.298616197374132,8.862526168876483,2.2290623088677726,10.86350974930362
2,45,2.2969313939412435,8.932309839497558,2.2367659409840903,10.30640668523677
2,46,2.29993577003479,8.025122121423587,2.226593017578125,9.749303621169917
2,47,2.310855097240872,8.23447313328681,2.2199851671854653,10.30640668523677
2,48,2.3180285029941134,7.46685275645499,2.2310796082019806,8.913649025069638
2,49,2.3113465627034504,7.32728541521284,2.230206310749054,9.470752089136491
2,50,2.300432586669922,8.862526168876483,2.2306379477183023,10.30640668523677
2,51,2.2954073905944825,8.443824145150035,2.2408494551976523,6.128133704735376
2,52,2.296112887064616,9.14166085136078,2.2279927730560303,8.356545961002785
2,53,2.3095154603322348,8.51360781577111,2.2151902318000793,8.635097493036211
2,54,2.3036835140652125,7.32728541521284,2.2151785790920258,10.86350974930362
2,55,2.305710442860921,7.955338450802512,2.2181109488010406,8.07799442896936
2,56,2.3104222880469427,7.955338450802512,2.2280017137527466,8.07799442896936
2,57,2.3048939439985485,7.606420097697139,2.2222459514935813,8.635097493036211
2,58,2.2999429490831163,7.536636427076064,2.238407919804255,10.027855153203342
2,59,2.310853793885973,7.117934403349616,2.2318034966786704,8.356545961002785
2,60,2.3029346413082545,8.653175157013258,2.204449693361918,9.470752089136491
2,61,2.2975888729095457,8.51360781577111,2.226999282836914,7.7994428969359335
2,62,2.300260379579332,8.51360781577111,2.2306176821390786,8.913649025069638
2,63,2.306276199552748,9.002093510118632,2.247705638408661,6.406685236768802
2,64,2.308145840962728,7.257501744591766,2.2457447151343026,5.8495821727019495
2,65,2.3064916186862523,7.815771109560363,2.250076433022817,8.913649025069638
2,66,2.306546926498413,7.676203768318214,2.246378719806671,8.07799442896936
2,67,2.3146915488772923,8.025122121423587,2.222671856482824,9.470752089136491
2,68,2.3107342773013646,7.676203768318214,2.24081559975942,6.685236768802229
2,69,2.2902950286865233,8.722958827634333,2.2358078360557556,10.027855153203342
2,70,2.300267669889662,8.51360781577111,2.226712296406428,7.242339832869081
2,71,2.308591169781155,9.002093510118632,2.2392916480700173,5.013927576601671
2,72,2.306692796283298,8.443824145150035,2.2162989179293313,8.356545961002785
2,73,2.3004080295562743,8.443824145150035,2.2331709265708923,8.913649025069638
2,74,2.3008870071834986,8.374040474528961,2.2188435991605124,11.142061281337048
2,75,2.283855120340983,8.374040474528961,2.2366113464037576,8.913649025069638
2,76,2.304602109061347,7.745987438939288,2.2268908321857452,8.635097493036211
2,77,2.297461069954766,9.071877180739707,2.215369830528895,9.749303621169917
2,78,2.290210559633043,8.094905792044662,2.2203254103660583,8.07799442896936
2,79,2.300938097635905,8.164689462665736,2.2186733285586038,10.30640668523677
2,80,2.2994288921356203,7.955338450802512,2.211478312810262,11.142061281337048
2,81,2.305682563781738,8.653175157013258,2.223137120405833,8.356545961002785
2,82,2.3022983656989204,7.676203768318214,2.2182065745194754,8.913649025069638
2,83,2.3063040627373588,7.745987438939288,2.2219777504603067,7.520891364902507
2,84,2.2873351997799345,8.722958827634333,2.2354362408320108,10.584958217270195
2,85,2.302860493130154,8.932309839497558,2.2390615145365396,9.749303621169917
2,86,2.30545457734002,7.815771109560363,2.236867070198059,8.635097493036211
2,87,2.2972603003184,7.676203768318214,2.221453070640564,10.027855153203342
2,88,2.3125857247246637,7.676203768318214,2.233894238869349,6.963788300835654
2,89,2.296607245339288,8.025122121423587,2.2310524185498557,7.520891364902507
2,90,2.3098815547095404,7.536636427076064,2.2309899727503457,10.027855153203342
2,91,2.295340082380507,6.978367062107467,2.2186242739359536,8.356545961002785
2,92,2.2965617073906794,7.676203768318214,2.21972726782163,8.356545961002785
2,93,2.3183979352315265,7.187718073970691,2.216621736685435,9.192200557103064
2,94,2.3131241533491345,8.23447313328681,2.2268506586551666,8.913649025069638
2,95,2.29553378423055,8.653175157013258,2.2252474327882132,9.470752089136491
2,96,2.2994776566823325,8.443824145150035,2.2338760991891227,7.520891364902507
2,97,2.3144765430026584,7.885554780181438,2.2350233793258667,10.584958217270195
2,98,2.3048615084754096,8.443824145150035,2.2367612620194754,6.406685236768802
2,99,2.289264276292589,8.51360781577111,2.2546182672182717,5.8495821727019495
2,100,2.3048926300472683,7.536636427076064,2.2407597303390503,9.192200557103064
