MCCS Score
0.99976736
0.99889743
0.90090245
0.9854673
0.9937069
0.99952304
0.9999317
0.999445
0.9922994
0.9998777
0.9985876
0.99793786
0.99946624
0.9992422
0.9997161
0.71702373
0.9995685
0.96477103
0.97899866
0.9913333
0.9961772
0.91319424
0.9993086
0.9967835
0.999954
0.99977833
0.9802911
0.9980464
0.99885976
0.99941134
0.99972016
0.87184584
0.99634355
0.99936634
0.999866
0.9982516
0.9985331
0.99984574
0.9985024
0.87297064
0.99980897
0.9980458
0.999305
0.99583024
0.9998337
0.9956014
0.76976776
0.8644956
0.48701018
0.9965522
0.9933996
0.99982625
0.99920076
0.9998165
0.9978886
0.99959844
0.999607
0.98213243
0.7750518
0.9940404
0.9999292
0.998678
0.999027
0.99981934
0.99144214
0.8063992
0.9991184
0.8706022
0.99372923
0.9870646
0.99937755
0.99962234
0.91653496
0.9984993
0.99489164
0.9995036
0.99910396
0.9976242
0.99981505
0.9994289
0.7293274
0.9998404
0.99949217
0.9945655
0.9995485
0.7929007
0.9990689
0.9999124
0.9998814
0.9271662
0.99971896
0.99951327
0.9998419
0.81747526
0.9685129
0.9962392
0.97255623
0.9980793
0.9995554
0.99977535
0.9982456
0.95417863
0.9388691
0.9479283
0.9995192
0.99977213
0.9989792
0.9844993
0.9995142
0.99881613
0.99975556
0.9997023
0.9995347
0.97435915
0.99984705
0.99312323
0.99843913
0.99671566
0.99682707
0.99647033
0.9920657
0.92923903
0.9998723
0.999871
0.99978274
0.4956161
0.999691
0.99984324
0.99908996
0.9480056
0.9944537
0.99868685
0.99706537
0.99989617
0.98708874
0.9997062
0.9220041
0.9865933
0.99951017
0.99986255
0.99079657
0.9992662
0.99835986
0.99805176
0.9981964
0.99800867
0.9998129
0.9935383
0.9998122
0.99811125
0.99993587
0.99975544
0.9987804
0.9816279
0.81350726
0.9992799
0.99950314
0.9930447
0.60615766
0.819227
0.9989772
0.9998198
0.93328446
0.99216205
0.9605059
0.9695212
0.9996063
0.9996762
0.8818126
0.9996362
0.8581575
0.99881434
0.9997558
0.99964416
0.9995689
0.7847255
0.93295103
0.9974988
0.9396824
0.66754586
0.9996357
0.97090596
0.99597794
0.9926952
0.9944595
0.8876952
0.9769951
0.9999186
0.9998764
0.9997781
0.99921167
0.9976058
0.9926139
0.9998772
0.9993401
0.9955336
0.99499905
0.99971193
0.9956866
0.9997596
0.99784744
0.9952194
0.83741206
0.8204895
0.9999013
0.9977276
0.9857319
0.9839923
0.8963021
0.99984527
0.99967504
0.99938893
0.99712783
0.803744
0.9755519
0.9971795
0.7577128
0.97336745
0.9981121
0.9967429
0.89795583
0.99992883
0.9996848
0.93921816
0.9966235
0.99841607
0.92634284
0.9131467
0.99912494
0.99980766
0.92844117
0.9978079
0.983011
0.9984804
0.9972089
0.9927118
0.9908488
0.9990796
0.9976447
0.99991715
0.99498606
0.99718213
0.99682933
0.9437352
0.7388041
0.94045264
0.9968786
0.84442616
0.99308103
0.9953028
0.97691184
0.99606687
0.99923325
0.99215615
0.9979346
0.9851071
0.9996507
0.99971396
0.9947277
0.9994499
0.9973156
0.99812263
0.99524826
0.9996433
0.9997433
0.9663561
0.99787533
0.9998024
0.7997605
0.64523196
0.96120656
0.5159261
0.9999553
0.9826621
0.99940264
0.9826415
0.9158885
0.9997799
0.9973838
0.9590372
0.99878186
0.99970704
0.9989385
0.99721503
0.82739353
0.999443
0.99982625
0.7207827
0.9902436
0.99704653
0.9966271
0.93712294
0.94414306
0.99992764
0.9781949
0.9987
0.9205105
0.9940999
0.9996369
0.9998323
0.96040046
0.9622179
0.999363
0.80279124
0.99309134
0.9949896
0.99965894
0.96524894
0.99949944
0.92838085
0.99580526
0.9885006
0.99953115
0.91616374
0.9923315
0.99894077
0.9983726
0.99825305
0.9960304
0.99119085
0.95840704
0.9989698
0.97532326
0.9993649
0.97765553
0.9690289
0.9997539
0.99295735
0.997488
0.9890337
0.9998332
0.9152755
0.9992409
0.9623575
0.96726024
0.999718
0.9888208
0.9745944
0.99758935
0.99945194
0.99993324
0.9997818
0.9997993
0.9998852
0.989421
0.9945511
0.9996724
0.9221996
0.99764997
0.84686834
0.98665804
0.9969735
0.97951484
0.9997731
0.9973572
0.8187362
0.999509
0.99973637
0.99832195
0.99639004
0.9988219
0.9980204
0.999476
0.96222365
0.9093413
0.99902356
0.9809614
0.9987495
0.9988632
0.99779
0.9956449
0.99987197
0.99850154
0.98375374
0.99561876
0.9988458
0.3457539
0.9997956
0.99588335
0.99719304
0.7660336
0.9976204
0.99598193
0.99984777
0.9990369
0.9998242
0.56479615
0.9995364
0.9970811
0.9987896
0.97399557
0.9988821
0.9988329
0.9978587
0.99938023
0.9994623
0.9996265
0.9998332
0.99963343
0.9996855
0.99954295
0.99864537
0.99692494
0.937985
0.8027326
0.9995577
0.9994727
0.9001974
0.99925846
0.9848905
0.9152575
0.9942952
0.959736
0.99971646
0.99030274
0.99816704
0.91753745
0.9541067
0.9983138
0.99610525
0.999949
0.9147683
0.9996294
0.9876039
0.9971083
0.9730198
0.9986482
0.9997495
0.98856795
0.68418103
0.99990714
0.99848324
0.99930966
0.5057075
0.8498116
0.9981579
0.6157802
0.9908276
0.9938512
0.9957377
0.982991
0.9998876
0.9994172
0.5369311
0.97411
0.9989225
0.9998599
0.7476136
0.9929389
0.9991093
0.99544674
0.9996797
0.7397018
0.99778455
0.6543463
0.9961748
0.99327177
0.7795568
0.9954775
0.7522798
0.99196
0.9996488
0.7069865
0.7743085
0.9985214
0.9998665
0.99974257
0.9699968
0.9997216
0.9993079
0.9553533
0.99978584
0.99906105
0.99745125
0.9699552
0.9956233
0.9992198
0.9989073
0.999866
0.9894937
0.99927396
0.95768785
0.9996215
0.9968804
0.99965096
0.9964579
0.9998685
0.96841866
0.52881056
0.9994923
0.9993117
0.99445915
