Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,0.6913874206798417,74.91071428571429,0.9872903790738847,71.25
2,0.40849423546876223,86.38392857142857,0.5997726221879324,78.39285714285714
3,0.3268221632710525,88.21428571428571,0.69572238292959,77.85714285714286
4,0.26955361148076395,90.89285714285714,0.40818514343765044,86.25
5,0.2703390900577818,90.35714285714286,0.4381767089168231,85.35714285714286
6,0.2425143369606563,91.38392857142857,0.45145412700043785,83.92857142857143
7,0.25543869520936696,91.5625,0.3429798189964559,89.64285714285714
8,0.2371138353965112,92.00892857142857,0.41907241029871833,85.71428571428571
9,0.21835191984261784,92.63392857142857,0.3204587867690457,88.39285714285714
10,0.16256574945790428,94.375,0.3849855504102177,87.14285714285714
11,0.17511062076581377,93.92857142857143,0.5028821229934692,86.25
12,0.1964149072766304,94.15178571428571,0.4323638007044792,86.60714285714286
13,0.1789827175438404,94.10714285714286,0.3032642544971572,89.10714285714286
14,0.1519582965544292,95.08928571428571,0.37730320377482307,85.89285714285714
15,0.18621920600001302,94.33035714285714,0.39669087280829746,87.5
16,0.11101498843303749,96.33928571428571,0.2824672936565346,90.71428571428571
17,0.1477377884222993,95.08928571428571,0.2687211512691445,92.32142857142857
18,0.1427340772801212,95.3125,0.4051690763897366,87.14285714285714
19,0.14121803735781993,95.26785714285714,0.3186373743746016,90.0
20,0.1696217519630279,94.15178571428571,0.36119063074390095,86.25
21,0.13589727085615907,95.9375,0.4700842888818847,83.75
22,0.1026817469591541,96.51785714285714,0.27560606847206753,91.42857142857143
23,0.10273940947705082,96.65178571428571,0.27602705276674694,92.32142857142857
24,0.07391411808452436,97.8125,0.20646930527355936,92.67857142857143
25,0.054760310329896,98.08035714285714,0.20297217017246616,91.96428571428571
26,0.06439487042038568,98.21428571428571,0.1977755006713172,93.39285714285714
27,0.04155548951322479,98.79464285714286,0.22807885892689228,92.32142857142857
28,0.04454523730424366,98.66071428571429,0.2342548801874121,93.75
29,0.05748518014193645,98.08035714285714,0.17156408727169037,95.17857142857143
30,0.03854314081503877,99.01785714285714,0.18191933135191599,93.92857142857143
31,0.035575383682070034,99.01785714285714,0.1729667659641968,93.92857142857143
32,0.041209260756815115,98.88392857142857,0.20028105336758825,93.92857142857143
33,0.045332701080146115,98.75,0.2485076605549289,92.32142857142857
34,0.031038137106224894,98.92857142857143,0.26823114852110547,92.5
35,0.03272609460733033,99.0625,0.22014599857437941,94.64285714285714
36,0.03262755399337038,99.15178571428571,0.2371416971501377,93.03571428571429
37,0.042043481838689854,98.66071428571429,0.21128187716628113,92.85714285714286
38,0.04450203679817995,98.52678571428571,0.21568760689761904,92.67857142857143
39,0.03534116728364357,98.61607142857143,0.24267898531009754,93.03571428571429
