Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,0.6398619436791965,77.36607142857143,0.6011340104871326,78.75
2,0.38234467964087215,87.32142857142857,0.6557434366808997,79.82142857142857
3,0.28500870876014234,90.3125,0.25544973131683135,91.25
4,0.2550247339265687,91.74107142857143,0.39019115683105254,85.0
5,0.2879595993884972,90.13392857142857,0.43921836962302524,84.82142857142857
6,0.2539211186979498,90.98214285714286,0.38139389124181533,85.35714285714286
7,0.21360678699399743,92.72321428571429,0.3229600683682495,89.28571428571429
8,0.20663907062262296,92.85714285714286,0.42136189589897793,86.60714285714286
9,0.2200156720355153,92.14285714285714,0.3066575941112306,91.96428571428571
10,0.10260313485882112,96.875,0.17178367575009665,93.75
11,0.08421954266460878,97.36607142857143,0.1521159028634429,95.53571428571429
12,0.07832651250729604,97.5,0.18443340063095093,93.92857142857143
13,0.04955118617175945,98.4375,0.1751292851857013,94.10714285714286
14,0.06853208311035165,97.8125,0.1973593512343036,93.75
15,0.05222369246850056,98.39285714285714,0.1979708394760059,93.39285714285714
16,0.053809865351234165,98.25892857142857,0.19764270323018232,93.57142857142857
17,0.05262712838926486,98.4375,0.1827230437969168,94.64285714285714
18,0.060635837090999956,98.21428571428571,0.20101091689947578,93.92857142857143
19,0.039945657508048626,98.97321428571429,0.18359418265107605,94.28571428571429
20,0.04901137029352997,98.57142857142857,0.15215645471794736,95.71428571428571
21,0.051284640904382936,98.4375,0.19487823864134649,94.28571428571429
22,0.055016282982459024,98.30357142857143,0.18661083687200314,94.10714285714286
23,0.04745484795421362,98.39285714285714,0.2157417791378167,94.82142857142857
24,0.059184263799605626,98.25892857142857,0.17646103693793216,93.75
25,0.047673869821509084,98.66071428571429,0.20304080727510154,94.82142857142857
26,0.03861030744322177,98.92857142857143,0.15791750544061264,95.17857142857143
27,0.04202922264646206,98.88392857142857,0.1912817613532146,92.67857142857143
28,0.049071945063769815,98.61607142857143,0.19316360395815638,94.64285714285714
29,0.038794086008731805,98.75,0.18531115425543654,95.17857142857143
30,0.04659638349964682,98.70535714285714,0.18705658966468441,94.28571428571429
31,0.03493562111897128,99.28571428571429,0.20387268914944595,93.57142857142857
32,0.0418445548042655,98.75,0.1569118280377653,94.82142857142857
33,0.04494000371944692,98.88392857142857,0.16078779163459936,94.64285714285714
34,0.046554368298633825,98.52678571428571,0.18942092390110096,94.46428571428571
35,0.042034990965787854,98.70535714285714,0.2171158165567451,93.39285714285714
36,0.03770291640789115,98.92857142857143,0.16180491571625075,95.71428571428571
37,0.04447632545738348,98.70535714285714,0.21206739275819725,93.21428571428571
38,0.04099107483468418,98.88392857142857,0.21851259014672703,93.57142857142857
39,0.042511412368289064,98.75,0.17492285319086578,94.46428571428571
40,0.031775154565860116,98.97321428571429,0.2038148626064261,94.10714285714286
41,0.04955763130315712,98.48214285714286,0.17597944951719707,94.82142857142857
42,0.04828558030671307,98.70535714285714,0.2019571117642853,94.28571428571429
43,0.04109182757258947,98.70535714285714,0.17586956835455364,94.82142857142857
44,0.04283068207691291,98.92857142857143,0.20385952935450607,93.75
45,0.037227195847247325,98.97321428571429,0.15278267273161975,96.42857142857143
46,0.04254480151991759,98.79464285714286,0.18733193735695547,94.46428571428571
47,0.03758583441709301,98.92857142857143,0.16677573799259132,94.46428571428571
48,0.0477716526848131,98.70535714285714,0.17299475194886327,94.82142857142857
49,0.04260742263203221,98.83928571428571,0.1861880011597855,94.82142857142857
50,0.0481734021999208,98.30357142857143,0.20865854310492674,93.92857142857143
51,0.0391768376708829,99.0625,0.17170146035237444,93.92857142857143
52,0.0449713275335463,98.88392857142857,0.17266188830965096,95.35714285714286
53,0.04031150570871042,98.79464285714286,0.2217655519230498,93.92857142857143
54,0.041126043366135234,98.75,0.18308746380110583,94.10714285714286
55,0.042923160712234676,98.75,0.20354668392489353,94.28571428571429
56,0.04516470087692141,98.75,0.1556630527290205,94.82142857142857
57,0.04321100440075887,98.97321428571429,0.19642837148987585,94.28571428571429
58,0.04305599886657936,98.70535714285714,0.14783518347475263,95.0
59,0.05144810303380447,98.61607142857143,0.1618787714590629,95.35714285714286
60,0.037518910564748306,98.97321428571429,0.1925373770451794,95.0
61,0.053834327450022104,98.25892857142857,0.1729750842269924,95.17857142857143
62,0.05171754388803882,98.52678571428571,0.15830776245436734,94.10714285714286
63,0.039599883662802836,99.01785714285714,0.15477883732981151,94.64285714285714
64,0.04223236009212477,98.70535714285714,0.16755020897835493,95.17857142857143
65,0.04214465781780226,98.97321428571429,0.2427680902183056,92.85714285714286
66,0.03964785434239145,98.97321428571429,0.16371942264959216,95.0
67,0.04457025729186301,98.75,0.17412821224166286,95.53571428571429
68,0.04449870816897601,98.48214285714286,0.16729766321885917,95.71428571428571
69,0.04182596581854991,98.92857142857143,0.17232930189412501,94.82142857142857
70,0.04252997221026037,98.61607142857143,0.17052938685648972,94.46428571428571
71,0.05721631478850863,98.25892857142857,0.1610808859889706,95.0
72,0.043475155934824476,98.61607142857143,0.1645148302324944,95.0
73,0.04569057919018503,98.83928571428571,0.21731971328457197,94.28571428571429
74,0.04282651974021324,98.75,0.20140028506931332,94.46428571428571
75,0.03961417293841285,98.79464285714286,0.1779768605095645,94.82142857142857
76,0.04903297069083367,98.48214285714286,0.18202235492774183,95.35714285714286
